PeakID (cmd=annotatePeaks.pl filtered_peaks.bed GRCh38.primary_assembly.genome.fa -gtf gencode.v45.primary_assembly.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr20-245	chr20	25057164	25057406	+	1	NA	intron (ENST00000432802.6, intron 1 of 11)	protein_coding-intron (ENST00000323482.9, intron 1 of 13)	854	ENST00000323482.9	ENSG00000154930	ENST00000376726			ACSS1			protein_coding
chr3-4030	chr3	120742517	120742759	+	1	NA	promoter-TSS (ENST00000273375.8)	protein_coding-promoter-TSS (ENST00000273375.8)	1	ENST00000484715.1	ENSG00000153767	ENST00000497393			GTF2E1			protein_coding
chr13-681	chr13	37870119	37870361	+	1	NA	promoter-TSS (ENST00000338947.9)	protein_coding-promoter-TSS (ENST00000338947.9)	415	ENST00000660705.1	ENSG00000287477	ENST00000660705			ENSG00000287477			lncRNA
chr15-199	chr15	77420584	77420826	+	1	NA	promoter-TSS (ENST00000336216.9)	protein_coding-promoter-TSS (ENST00000336216.9)	-17	ENST00000558651.5	ENSG00000140382	ENST00000336216			HMG20A			protein_coding
chr19-174	chr19	4375258	4375500	+	1	NA	intron (ENST00000598564.5, intron 1 of 9)	protein_coding-intron (ENST00000269886.7, intron 1 of 9)	4913	ENST00000598230.5	ENSG00000141985	ENST00000593591			SH3GL1			protein_coding
chr6-51	chr6	47477769	47478011	+	1	NA	exon (ENST00000359314.5, exon 1 of 18)	protein_coding-exon (ENST00000359314.5, exon 1 of 18)	101	ENST00000359314.5	ENSG00000198087	ENST00000479857			CD2AP			protein_coding
chr11-250	chr11	65477082	65477324	+	1	NA	exon (ENST00000701343.1, exon 1 of 1)	lncRNA-exon (ENST00000701343.1, exon 1 of 1)	369	ENST00000701343.1	ENSG00000289883	ENST00000701343			ENEMAL			lncRNA
chr14-96	chr14	50116546	50116788	+	1	NA	promoter-TSS (ENST00000395859.2)	protein_coding-promoter-TSS (ENST00000395859.2)	-67	ENST00000395859.2	ENSG00000100483	ENST00000484763			VCPKMT			protein_coding
chr17-128	chr17	45131707	45131949	+	1	NA	promoter-TSS (ENST00000431281.5)	protein_coding-promoter-TSS (ENST00000431281.5)	687	ENST00000619929.5	ENSG00000161714	ENST00000611986			PLCD3			protein_coding
chr8-298	chr8	142403189	142403431	+	1	NA	promoter-TSS (ENST00000307180.4)	protein_coding-promoter-TSS (ENST00000307180.4)	-128	ENST00000307180.4	ENSG00000171045	ENST00000521825			TSNARE1			protein_coding
chr13-1495	chr13	113741847	113742089	+	1	NA	Intergenic	Intergenic	7493	ENST00000606140.1	ENSG00000185974	ENST00000545304			GRK1			protein_coding
chr1-3296	chr1	51324239	51324481	+	1	NA	intron (ENST00000413473.6, intron 1 of 17)	protein_coding-intron (ENST00000262675.11, intron 1 of 17)	1593	ENST00000532836.5	ENSG00000085831	ENST00000262676			TTC39A			protein_coding
chr17-3435	chr17	62761956	62762198	+	1	NA	intron (ENST00000583600.5, intron 3 of 11)	protein_coding-intron (ENST00000311269.10, intron 3 of 10)	-2086	ENST00000582568.1	ENSG00000173838	ENST00000578346			MARCHF10			protein_coding
chr9-67	chr9	131546733	131546975	+	1	NA	intron (ENST00000636672.2, intron 1 of 3)	protein_coding-intron (ENST00000636672.2, intron 1 of 3)	1331	ENST00000636672.2	ENSG00000283526	ENST00000636672			PRRT1B			protein_coding
chr20-5305	chr20	57794942	57795184	+	1	NA	Intergenic	Intergenic	-83527	ENST00000472841.1	ENSG00000124225	ENST00000341744			PMEPA1			protein_coding
chr16-5021	chr16	67109962	67110204	+	1	NA	promoter-TSS (ENST00000566026.1)	protein_coding-promoter-TSS (ENST00000566026.1)	-34	ENST00000569683.5	ENSG00000125149	ENST00000567162			PHAF1			protein_coding
chr1-2105	chr1	152963075	152963317	+	1	NA	Intergenic	Intergenic	-7452	ENST00000328051.3	ENSG00000184148	ENST00000328051			SPRR4			protein_coding
chr3-68	chr3	195442873	195443115	+	1	NA	promoter-TSS (ENST00000326793.11)	protein_coding-promoter-TSS (ENST00000326793.11)	26	ENST00000326793.11	ENSG00000114331	ENST00000475905			ACAP2			protein_coding
chr11-17	chr11	65040821	65041063	+	1	NA	promoter-TSS (ENST00000398846.6)	protein_coding-promoter-TSS (ENST00000398846.6)	1	ENST00000533017.1	ENSG00000168061	ENST00000674184			SAC3D1			protein_coding
chr17-1071	chr17	74152660	74152902	+	1	NA	intron (ENST00000584003.1, intron 1 of 4)	lncRNA-intron (ENST00000584003.1, intron 1 of 4)	1431	ENST00000584003.1	ENSG00000266357	ENST00000668167			LINC02074			lncRNA
chr1-8833	chr1	212138569	212138811	+	1	NA	Intergenic	Intergenic	-29517	ENST00000444750.1	ENSG00000229983	ENST00000444750			ENSG00000229983			lncRNA
chr7-1357	chr7	17299243	17299485	+	1	NA	promoter-TSS (ENST00000415246.2)	lncRNA-promoter-TSS (ENST00000415246.2)	-1	ENST00000659951.1	ENSG00000237773	ENST00000643090			ENSG00000237773			lncRNA
chr15-11	chr15	80805027	80805269	+	1	NA	intron (ENST00000220244.7, intron 1 of 28)	protein_coding-intron (ENST00000220244.7, intron 1 of 28)	25777	ENST00000356249.9	ENSG00000103888	ENST00000560027			CEMIP			protein_coding
chr10-2241	chr10	100535761	100536003	+	1	NA	promoter-TSS (ENST00000299163.7)	protein_coding-promoter-TSS (ENST00000299163.7)	-33	ENST00000526476.5	ENSG00000166135	ENST00000533589			HIF1AN			protein_coding
chr3-1651	chr3	49539861	49540103	+	1	NA	Intergenic	Intergenic	14323	ENST00000665395.1	ENSG00000226913	ENST00000433882			BSN-DT			lncRNA
chr1-53	chr1	63523170	63523412	+	1	NA	promoter-TSS (ENST00000271002.15)	protein_coding-promoter-TSS (ENST00000271002.15)	-36	ENST00000489863.5	ENSG00000142856	ENST00000462285			ITGB3BP			protein_coding
chr1-4130	chr1	28196949	28197191	+	1	NA	Intergenic	Intergenic	-3134	ENST00000539896.1	ENSG00000169403	ENST00000539896			PTAFR			protein_coding
chr13-89	chr13	99498609	99498851	+	1	NA	promoter-TSS (ENST00000625369.2)	lncRNA-promoter-TSS (ENST00000625369.2)	-7	ENST00000626308.1	ENSG00000125304	ENST00000626308			TM9SF2			protein_coding
chr6-3178	chr6	99520942	99521184	+	1	NA	promoter-TSS (ENST00000452647.3)	protein_coding-promoter-TSS (ENST00000452647.3)	-12	ENST00000636394.1	ENSG00000279170	ENST00000636394			TSTD3			protein_coding
chr15-3224	chr15	101558257	101558499	+	1	NA	Intergenic	Intergenic	-4158	ENST00000560619.2	ENSG00000259464	ENST00000560619			SNRPCP18			processed_pseudogene
chr15-123	chr15	34583529	34583771	+	1	NA	promoter-TSS (ENST00000484716.5)	protein_coding-promoter-TSS (ENST00000484716.5)	1	ENST00000683415.1	ENSG00000215252	ENST00000562282			GOLGA8B			protein_coding
chr11-140	chr11	67288500	67288742	+	1	NA	promoter-TSS (ENST00000308440.11)	protein_coding-promoter-TSS (ENST00000308440.11)	-679	ENST00000512101.5	ENSG00000172932	ENST00000512231			ANKRD13D			protein_coding
chr9-3546	chr9	108049189	108049431	+	1	NA	Intergenic	Intergenic	9097	ENST00000394891.3	ENSG00000213557	ENST00000394891			RPL31P43			processed_pseudogene
chr2-79	chr2	201642665	201642907	+	1	NA	promoter-TSS (ENST00000463205.2)	protein_coding-promoter-TSS (ENST00000463205.2)	-116	ENST00000621467.5	ENSG00000155755	ENST00000466839			TMEM237			protein_coding
chr20-1018	chr20	3045531	3045773	+	1	NA	promoter-TSS (ENST00000380325.4)	protein_coding-promoter-TSS (ENST00000380325.4)	-400	ENST00000380325.4	ENSG00000125901	ENST00000380325			MRPS26			protein_coding
chr17-2423	chr17	75485664	75485906	+	1	NA	promoter-TSS (ENST00000580441.5)	protein_coding-promoter-TSS (ENST00000580441.5)	389	ENST00000584383.1	ENSG00000177728	ENST00000578624			TMEM94			protein_coding
chr10-978	chr10	124386263	124386505	+	1	NA	Intergenic	Intergenic	16952	ENST00000471127.1	ENSG00000065154	ENST00000467675			OAT			protein_coding
chr21-173	chr21	41956237	41956479	+	1	NA	Intergenic	Intergenic	-2340	ENST00000380486.4	ENSG00000157617	ENST00000449165			C2CD2			protein_coding
chr14-3	chr14	102592110	102592352	+	1	NA	promoter-TSS (ENST00000262241.7)	protein_coding-promoter-TSS (ENST00000262241.7)	-418	ENST00000262241.7	ENSG00000089902	ENST00000560472			RCOR1			protein_coding
chr12-1668	chr12	124130748	124130990	+	1	NA	intron (ENST00000545615.1, intron 2 of 3)	protein_coding-intron (ENST00000389727.8, intron 2 of 4)	45108	ENST00000621669.1	ENSG00000275389	ENST00000621669			ENSG00000275389			lncRNA
chr2-162	chr2	42494881	42495123	+	1	NA	exon (ENST00000405592.5, exon 1 of 18)	protein_coding-exon (ENST00000405592.5, exon 1 of 18)	433	ENST00000405592.5	ENSG00000057935	ENST00000461256			MTA3			protein_coding
chr20-5888	chr20	36585618	36585860	+	1	NA	intron (ENST00000558530.1, intron 2 of 4)	protein_coding-intron (ENST00000373872.9, intron 2 of 2)	6814	ENST00000558465.1	ENSG00000118707	ENST00000373872			TGIF2			protein_coding
chrX-256	chrX	154369579	154369821	+	1	NA	intron (ENST00000676696.1, intron 1 of 46)	protein_coding-intron (ENST00000360319.9, intron 1 of 45)	1503	ENST00000420627.5	ENSG00000196924	ENST00000673639			FLNA			protein_coding
chr5-256	chr5	149129275	149129517	+	1	NA	exon (ENST00000668914.1, exon 3 of 3)	lncRNA-exon (ENST00000668914.1, exon 3 of 3)	-12087	ENST00000326685.11	ENSG00000173210	ENST00000515171			ABLIM3			protein_coding
chr2-28	chr2	231514186	231514428	+	1	NA	promoter-TSS (ENST00000313064.4)	lncRNA-promoter-TSS (ENST00000313064.4)	78	ENST00000668648.2	ENSG00000181798	ENST00000313064			LINC00471			lncRNA
chr6-17	chr6	27230393	27230635	+	1	NA	Intergenic	Intergenic	-17187	ENST00000454665.6	ENSG00000112812	ENST00000466364			PRSS16			protein_coding
chr16-145	chr16	15888503	15888745	+	1	NA	promoter-TSS (ENST00000255759.11)	protein_coding-promoter-TSS (ENST00000255759.11)	-1	ENST00000572415.5	ENSG00000133393	ENST00000573429			CEP20			protein_coding
chr15-23	chr15	41116318	41116560	+	1	NA	promoter-TSS (ENST00000558357.6)	protein_coding-promoter-TSS (ENST00000558357.6)	-159	ENST00000648947.1	ENSG00000128908	ENST00000696949			INO80			protein_coding
chr10-51	chr10	78927339	78927581	+	1	NA	Intergenic	Intergenic	34934	ENST00000428862.5	ENSG00000224596	ENST00000456353			ZMIZ1-AS1			lncRNA
chr14-253	chr14	104137567	104137809	+	1	NA	promoter-TSS (ENST00000423312.7)	protein_coding-promoter-TSS (ENST00000423312.7)	210	ENST00000557610.1	ENSG00000258748	ENST00000557610			KIF26A-DT			lncRNA
chr5-604	chr5	76337971	76338213	+	1	NA	intron (ENST00000322285.7, intron 12 of 12)	protein_coding-intron (ENST00000322285.7, intron 12 of 12)	-26630	ENST00000502589.1	ENSG00000250348	ENST00000502589			ENSG00000250348			lncRNA
chr3-3672	chr3	47513359	47513601	+	1	NA	promoter-TSS (ENST00000414236.5)	protein_coding-promoter-TSS (ENST00000414236.5)	-67	ENST00000439305.5	ENSG00000163832	ENST00000442215			ELP6			protein_coding
chr5-23	chr5	176822274	176822516	+	1	NA	intron (ENST00000509580.2, intron 1 of 15)	protein_coding-intron (ENST00000329542.9, intron 1 of 14)	11836	ENST00000329542.9	ENSG00000113763	ENST00000329542			UNC5A			protein_coding
chr6-1072	chr6	111591508	111591750	+	1	NA	TTS (ENST00000650649.1)	protein_coding-TTS (ENST00000650649.1)	-8246	ENST00000531702.1	ENSG00000255389	ENST00000531702			ENSG00000255389			lncRNA
chr20-52	chr20	47792162	47792404	+	1	NA	Intergenic	Intergenic	-5667	ENST00000484875.5	ENSG00000196562	ENST00000495544			SULF2			protein_coding
chr1-5535	chr1	41515229	41515471	+	1	NA	intron (ENST00000643665.1, intron 6 of 7)	protein_coding-intron (ENST00000372583.6, intron 7 of 8)	-20093	ENST00000440249.1	ENSG00000230881	ENST00000440249			ENSG00000230881			lncRNA
chr1-817	chr1	61724892	61725134	+	1	NA	promoter-TSS (ENST00000468586.5)	protein_coding-promoter-TSS (ENST00000468586.5)	37	ENST00000494926.5	ENSG00000162604	ENST00000468586			TM2D1			protein_coding
chr15-2712	chr15	63497063	63497305	+	1	NA	Intergenic	Intergenic	5899	ENST00000615045.1	ENSG00000276651	ENST00000615045			ENSG00000276651			lncRNA
chr19-59	chr19	3718308	3718550	+	1	NA	intron (ENST00000539908.6, intron 1 of 19)	protein_coding-intron (ENST00000539908.6, intron 1 of 19)	-3188	ENST00000587912.1	ENSG00000105289	ENST00000587912			TJP3			protein_coding
chr5-382	chr5	109410197	109410439	+	1	NA	promoter-TSS (ENST00000361189.7)	protein_coding-promoter-TSS (ENST00000361189.7)	-344	ENST00000361189.7	ENSG00000198961	ENST00000511624			PJA2			protein_coding
chr16-2643	chr16	4613133	4613375	+	1	NA	intron (ENST00000590965.1, intron 1 of 2)	protein_coding-intron (ENST00000283474.12, intron 1 of 2)	1148	ENST00000591113.1	ENSG00000153443	ENST00000587615			UBALD1			protein_coding
chr16-2018	chr16	1942049	1942291	+	1	NA	promoter-TSS (ENST00000489198.1)	protein_coding-promoter-TSS (ENST00000489198.1)	-231	ENST00000489198.1	ENSG00000198736	ENST00000489198			MSRB1			protein_coding
chr7-2789	chr7	824670	824912	+	1	NA	intron (ENST00000457378.6, intron 2 of 6)	protein_coding-intron (ENST00000389574.7, intron 1 of 17)	-6139	ENST00000457598.5	ENSG00000164828	ENST00000440380			SUN1			protein_coding
chr12-179	chr12	6383995	6384237	+	1	NA	promoter-TSS (ENST00000228918.9)	protein_coding-promoter-TSS (ENST00000228918.9)	-46	ENST00000228918.9	ENSG00000111321	ENST00000441074			LTBR			protein_coding
chr7-1144	chr7	91513060	91513302	+	1	NA	intron (ENST00000667625.1, intron 3 of 3)	lncRNA-intron (ENST00000418395.1, intron 3 of 5)	43667	ENST00000456952.1	ENSG00000235450	ENST00000456952			ENSG00000235450			lncRNA
chr12-623	chr12	110376869	110377111	+	1	NA	TTS (ENST00000547199.3)	protein_coding-TTS (ENST00000547199.3)	911	ENST00000486321.1	ENSG00000196510	ENST00000552087			ANAPC7			protein_coding
chr4-921	chr4	692887	693129	+	1	NA	Intergenic	Intergenic	-3737	ENST00000347950.9	ENSG00000169026	ENST00000512249			SLC49A3			protein_coding
chr10-91	chr10	5832968	5833210	+	1	NA	intron (ENST00000380127.5, intron 1 of 6)	protein_coding-intron (ENST00000380127.5, intron 1 of 6)	9043	ENST00000380127.5	ENSG00000057608	ENST00000479928			GDI2			protein_coding
chr14-58	chr14	53104002	53104244	+	1	NA	promoter-TSS (ENST00000673827.1)	protein_coding-promoter-TSS (ENST00000673827.1)	23	ENST00000673827.1	ENSG00000100523	ENST00000674152			DDHD1			protein_coding
chr3-956	chr3	175151088	175151330	+	1	NA	intron (ENST00000489299.5, intron 1 of 10)	protein_coding-intron (ENST00000454872.6, intron 2 of 13)	26803	ENST00000489299.5	ENSG00000177694	ENST00000473253			NAALADL2			protein_coding
chr2-70	chr2	66433418	66433660	+	1	NA	promoter-TSS (ENST00000454167.1)	lncRNA-promoter-TSS (ENST00000454167.1)	-69	ENST00000454167.1	ENSG00000226819	ENST00000454167			MEIS1-AS3			lncRNA
chr20-92	chr20	45342363	45342605	+	1	NA	intron (ENST00000372733.3, intron 1 of 4)	protein_coding-intron (ENST00000372733.3, intron 1 of 4)	3339	ENST00000613646.1	ENSG00000275894	ENST00000613646			ENSG00000275894			lncRNA
chr2-52	chr2	208265857	208266099	+	1	NA	promoter-TSS (ENST00000264380.9)	protein_coding-promoter-TSS (ENST00000264380.9)	96	ENST00000451391.5	ENSG00000138413	ENST00000446179			IDH1			protein_coding
chr8-382	chr8	66190991	66191233	+	1	NA	promoter-TSS (ENST00000518035.5)	lncRNA-promoter-TSS (ENST00000518035.5)	-981	ENST00000518412.1	ENSG00000253138	ENST00000517725			LINC00967			lncRNA
chr13-7	chr13	21604129	21604371	+	1	NA	promoter-TSS (ENST00000382374.9)	protein_coding-promoter-TSS (ENST00000382374.9)	-69	ENST00000468222.2	ENSG00000165487	ENST00000480341			MICU2			protein_coding
chr8-327	chr8	85840870	85841112	+	1	NA	intron (ENST00000701641.1, intron 1 of 1)	lncRNA-intron (ENST00000517368.3, intron 1 of 3)	1286	ENST00000685845.1	ENSG00000253154	ENST00000517368			ENSG00000253154			lncRNA
chr19-1846	chr19	39971037	39971279	+	1	NA	promoter-TSS (ENST00000157812.7)	protein_coding-promoter-TSS (ENST00000157812.7)	-7	ENST00000157812.7	ENSG00000013275	ENST00000596386			PSMC4			protein_coding
chr9-2715	chr9	109499677	109499919	+	1	NA	intron (ENST00000674068.1, intron 1 of 2)	protein_coding-intron (ENST00000674068.1, intron 1 of 2)	1473	ENST00000674068.1	ENSG00000157654	ENST00000483909			PALM2AKAP2			protein_coding
chr13-1034	chr13	98650404	98650646	+	1	NA	Intergenic	Intergenic	-9286	ENST00000430810.1	ENSG00000233662	ENST00000430810			CALM2P4			processed_pseudogene
chr22-62	chr22	28823041	28823283	+	1	NA	TTS (ENST00000422972.1)	lncRNA-TTS (ENST00000422972.1)	4831	ENST00000422972.1	ENSG00000226471	ENST00000458080			ENSG00000226471			lncRNA
chr6-175	chr6	142147033	142147275	+	1	NA	promoter-TSS (ENST00000258042.2)	protein_coding-promoter-TSS (ENST00000258042.2)	-8	ENST00000620996.4	ENSG00000009844	ENST00000367630			VTA1			protein_coding
chr5-2830	chr5	14854851	14855093	+	1	NA	intron (ENST00000513115.1, intron 1 of 1)	protein_coding-intron (ENST00000284268.8, intron 1 of 11)	15390	ENST00000647541.1	ENSG00000154122	ENST00000502585			ANKH			protein_coding
chr8-23	chr8	123957680	123957922	+	1	NA	intron (ENST00000522917.5, intron 2 of 40)	protein_coding-intron (ENST00000522917.5, intron 2 of 40)	-31868	ENST00000522087.1	ENSG00000254000	ENST00000522087			ENSG00000254000			lncRNA
chr14-935	chr14	22819724	22819966	+	1	NA	promoter-TSS (ENST00000285850.11)	protein_coding-promoter-TSS (ENST00000285850.11)	-34	ENST00000555702.5	ENSG00000155465	ENST00000553874			SLC7A7			protein_coding
chr3-178	chr3	134357800	134358042	+	1	NA	intron (ENST00000514516.5, intron 9 of 9)	protein_coding-intron (ENST00000249883.10, intron 9 of 9)	-1360	ENST00000273411.2	ENSG00000293138	ENST00000273411			ENSG00000293138			lncRNA
chr19-1599	chr19	588121	588363	+	1	NA	Intergenic	Intergenic	-1639	ENST00000251287.3	ENSG00000099822	ENST00000251287			HCN2			protein_coding
chr3-830	chr3	50592092	50592334	+	1	NA	exon (ENST00000232854.9, exon 11 of 11)	protein_coding-exon (ENST00000232854.9, exon 11 of 11)	8935	ENST00000624711.1	ENSG00000280382	ENST00000624711			ENSG00000280382			lncRNA
chr11-2790	chr11	75366775	75367017	+	1	NA	Intergenic	Intergenic	-15191	ENST00000360025.7	ENSG00000137486	ENST00000531012			ARRB1			protein_coding
chr16-533	chr16	21554823	21555065	+	1	NA	Intergenic	Intergenic	-4571	ENST00000550637.1	ENSG00000257639	ENST00000550637			ENSG00000257639			unprocessed_pseudogene
chr1-558	chr1	116494435	116494677	+	1	NA	exon (ENST00000456414.2, exon 2 of 2)	lncRNA-exon (ENST00000456414.2, exon 2 of 2)	1206	ENST00000660250.1	ENSG00000286276	ENST00000660250			ENSG00000286276			lncRNA
chr3-93	chr3	87227092	87227334	+	1	NA	promoter-TSS (ENST00000263780.9)	protein_coding-promoter-TSS (ENST00000263780.9)	-58	ENST00000471660.5	ENSG00000083937	ENST00000678818			CHMP2B			protein_coding
chr20-1458	chr20	31593965	31594207	+	1	NA	Intergenic	Intergenic	11040	ENST00000701306.1	ENSG00000289875	ENST00000701306			ENSG00000289875			lncRNA
chr14-10	chr14	74018946	74019188	+	1	NA	promoter-TSS (ENST00000394009.5)	protein_coding-promoter-TSS (ENST00000394009.5)	204	ENST00000557681.1	ENSG00000187097	ENST00000555829			ENTPD5			protein_coding
chr2-7	chr2	47176441	47176683	+	1	NA	promoter-TSS (ENST00000272298.12)	protein_coding-promoter-TSS (ENST00000272298.12)	-46	ENST00000456319.6	ENSG00000143933	ENST00000460218			CALM2			protein_coding
chr1-203	chr1	174159704	174159946	+	1	NA	promoter-TSS (ENST00000430592.1)	lncRNA-promoter-TSS (ENST00000430592.1)	179	ENST00000419983.5	ENSG00000227373	ENST00000659243			RABGAP1L-DT			lncRNA
chr15-450	chr15	100247299	100247541	+	1	NA	intron (ENST00000568565.2, intron 7 of 22)	protein_coding-intron (ENST00000268070.9, intron 7 of 21)	14085	ENST00000559976.1	ENSG00000140470	ENST00000559976			ADAMTS17			protein_coding
chr19-65	chr19	41264287	41264529	+	1	NA	promoter-TSS (ENST00000263367.7)	protein_coding-promoter-TSS (ENST00000263367.7)	-3	ENST00000595196.5	ENSG00000105323	ENST00000595806			HNRNPUL1			protein_coding
chr6-4453	chr6	113352130	113352372	+	1	NA	intron (ENST00000702129.1, intron 2 of 2)	lncRNA-intron (ENST00000702129.1, intron 2 of 2)	15693	ENST00000445974.1	ENSG00000223811	ENST00000445974			ENSG00000223811			lncRNA
chr3-4483	chr3	4753272	4753514	+	1	NA	intron (ENST00000650294.1, intron 43 of 60)	protein_coding-intron (ENST00000302640.13, intron 43 of 60)	-1803	ENST00000414938.1	ENSG00000235947	ENST00000414938			EGOT			lncRNA
chr13-169	chr13	28659163	28659405	+	1	NA	promoter-TSS (ENST00000689222.1)	lncRNA-promoter-TSS (ENST00000689222.1)	106	ENST00000697662.1	ENSG00000132963	ENST00000697719			POMP			protein_coding
chr2-3440	chr2	47199190	47199432	+	1	NA	intron (ENST00000448713.5, intron 2 of 2)	lncRNA-intron (ENST00000441997.5, intron 4 of 4)	-22390	ENST00000655450.1	ENSG00000143933	ENST00000460218			CALM2			protein_coding
chr5-354	chr5	19885071	19885313	+	1	NA	intron (ENST00000511423.5, intron 2 of 3)	protein_coding-intron (ENST00000382275.6, intron 2 of 12)	1080	ENST00000506372.5	ENSG00000145526	ENST00000382275			CDH18			protein_coding
chr15-1816	chr15	96053156	96053398	+	1	NA	TTS (ENST00000665732.1)	lncRNA-TTS (ENST00000665732.1)	11080	ENST00000648034.1	ENSG00000259702	ENST00000558860			ENSG00000259702			lncRNA
chr17-6831	chr17	81886425	81886667	+	1	NA	Intergenic	Intergenic	2441	ENST00000504015.2	ENSG00000183684	ENST00000511412			ALYREF			protein_coding
chr1-895	chr1	202143036	202143278	+	1	NA	intron (ENST00000614750.1, intron 1 of 5)	protein_coding-intron (ENST00000272217.7, intron 1 of 6)	1580	ENST00000272217.7	ENSG00000143862	ENST00000614750			ARL8A			protein_coding
chr5-3211	chr5	113489395	113489637	+	1	NA	promoter-TSS (ENST00000511242.1)	protein_coding-promoter-TSS (ENST00000511242.1)	-693	ENST00000511242.1	ENSG00000171444	ENST00000505604			MCC			protein_coding
